t_over_theta,r
1.296064803240e+00,6.323167963471e-01
1.298064903245e+00,6.363496731616e-01
1.300065003250e+00,6.403488850291e-01
1.302065103255e+00,6.443060198818e-01
1.304065203260e+00,6.482133417413e-01
1.306065303265e+00,6.520637535827e-01
1.308065403270e+00,6.558507595372e-01
1.310065503275e+00,6.595684271339e-01
1.312065603280e+00,6.632113501289e-01
1.314065703285e+00,6.667746123460e-01
1.316065803290e+00,6.702537528173e-01
1.318065903295e+00,6.736447324777e-01
1.320066003300e+00,6.769439025283e-01
1.322066103305e+00,6.801479745919e-01
1.324066203310e+00,6.832539926710e-01
1.326066303315e+00,6.862593069293e-01
1.328066403320e+00,6.891615492715e-01
1.330066503325e+00,6.919586106768e-01
1.332066603330e+00,6.946486202200e-01
1.334066703335e+00,6.972299257092e-01
1.336066803340e+00,6.997010758786e-01
1.338066903345e+00,7.020608040369e-01
1.340067003350e+00,7.043080130825e-01
1.342067103355e+00,7.064417618309e-01
1.344067203360e+00,7.084612525681e-01
1.346067303365e+00,7.103658197213e-01
1.348067403370e+00,7.121549195542e-01
1.350067503375e+00,7.138281209427e-01
1.352067603380e+00,7.153850970174e-01
1.354067703385e+00,7.168256176959e-01
1.356067803390e+00,7.181495429843e-01
1.358067903395e+00,7.193568170547e-01
1.360068003400e+00,7.204474630495e-01
1.362068103405e+00,7.214215785506e-01
1.364068203410e+00,7.222793316547e-01
1.366068303415e+00,7.230209575955e-01
1.368068403420e+00,7.236467558657e-01
1.370068503425e+00,7.241570880867e-01
1.372068603430e+00,7.245523762314e-01
1.374068703435e+00,7.248331012839e-01
1.376068803440e+00,7.249998024305e-01
1.378068903445e+00,7.250530766694e-01
1.380069003450e+00,7.249935788547e-01
1.382069103455e+00,7.248220221604e-01
1.384069203460e+00,7.245391789560e-01
1.386069303465e+00,7.241458820810e-01
1.388069403470e+00,7.236430265117e-01
1.390069503475e+00,7.230315714432e-01
1.392069603480e+00,7.223125427563e-01
1.394069703485e+00,7.214870358843e-01
1.396069803490e+00,7.205562190796e-01
1.398069903495e+00,7.195213370792e-01
1.400070003500e+00,7.183837151769e-01
1.402070103505e+00,7.171447637067e-01
1.404070203510e+00,7.158059829435e-01
1.406070303515e+00,7.143689684270e-01
1.408070403520e+00,7.128354167065e-01
1.410070503525e+00,7.112071315045e-01
