t_over_theta,r
5.400270013501e+00,1.188060445745e+00
5.410270513526e+00,1.190103410250e+00
5.420271013551e+00,1.192121684311e+00
5.430271513576e+00,1.194115359808e+00
5.440272013601e+00,1.196084527726e+00
5.450272513626e+00,1.198029278143e+00
5.460273013651e+00,1.199949700221e+00
5.470273513676e+00,1.201845882197e+00
5.480274013701e+00,1.203717911377e+00
5.490274513726e+00,1.205565874126e+00
5.500275013751e+00,1.207389855865e+00
5.510275513776e+00,1.209189941062e+00
5.520276013801e+00,1.210966213233e+00
5.530276513826e+00,1.212718754931e+00
5.540277013851e+00,1.214447647749e+00
5.550277513876e+00,1.216152972314e+00
5.560278013901e+00,1.217834808285e+00
5.570278513926e+00,1.219493234353e+00
5.580279013951e+00,1.221128328238e+00
5.590279513976e+00,1.222740166690e+00
5.600280014001e+00,1.224328825487e+00
5.610280514026e+00,1.225894379438e+00
5.620281014051e+00,1.227436902380e+00
5.630281514076e+00,1.228956467182e+00
5.640282014101e+00,1.230453145744e+00
5.650282514126e+00,1.231927009002e+00
5.660283014151e+00,1.233378126924e+00
5.670283514176e+00,1.234806568518e+00
5.680284014201e+00,1.236212401832e+00
5.690284514226e+00,1.237595693955e+00
5.700285014251e+00,1.238956511023e+00
5.710285514276e+00,1.240294918220e+00
5.720286014301e+00,1.241610979782e+00
5.730286514326e+00,1.242904758999e+00
5.740287014351e+00,1.244176318221e+00
5.750287514376e+00,1.245425718859e+00
5.760288014401e+00,1.246653021391e+00
5.770288514426e+00,1.247858285365e+00
5.780289014451e+00,1.249041569402e+00
5.790289514476e+00,1.250202931203e+00
5.800290014501e+00,1.251342427550e+00
5.810290514526e+00,1.252460114312e+00
5.820291014551e+00,1.253556046449e+00
5.830291514576e+00,1.254630278018e+00
5.840292014601e+00,1.255682862173e+00
5.850292514626e+00,1.256713851175e+00
5.860293014651e+00,1.257723296393e+00
5.870293514676e+00,1.258711248312e+00
5.880294014701e+00,1.259677756532e+00
5.890294514726e+00,1.260622869779e+00
5.900295014751e+00,1.261546635906e+00
5.910295514776e+00,1.262449101896e+00
5.920296014801e+00,1.263330313874e+00
5.930296514826e+00,1.264190317104e+00
5.940297014851e+00,1.265029155995e+00
5.950297514876e+00,1.265846874112e+00
5.960298014901e+00,1.266643514173e+00
5.970298514926e+00,1.267419118058e+00
5.980299014951e+00,1.268173726810e+00
5.990299514976e+00,1.268907380647e+00
6.000300015001e+00,1.269620118958e+00
6.010300515026e+00,1.270311980313e+00
6.020301015051e+00,1.270983002466e+00
6.030301515076e+00,1.271633222359e+00
6.040302015101e+00,1.272262676129e+00
6.050302515126e+00,1.272871399109e+00
6.060303015151e+00,1.273459425836e+00
6.070303515176e+00,1.274026790053e+00
6.080304015201e+00,1.274573524715e+00
6.090304515226e+00,1.275099661990e+00
6.100305015251e+00,1.275605233271e+00
6.110305515276e+00,1.276090269171e+00
6.120306015301e+00,1.276554799533e+00
6.130306515326e+00,1.276998853435e+00
6.140307015351e+00,1.277422459190e+00
6.150307515376e+00,1.277825644352e+00
6.160308015401e+00,1.278208435723e+00
6.170308515426e+00,1.278570859354e+00
6.180309015451e+00,1.278912940547e+00
6.190309515476e+00,1.279234703866e+00
6.200310015501e+00,1.279536173134e+00
6.210310515526e+00,1.279817371440e+00
6.220311015551e+00,1.280078321144e+00
6.230311515576e+00,1.280319043879e+00
6.240312015601e+00,1.280539560554e+00
6.250312515626e+00,1.280739891362e+00
6.260313015651e+00,1.280920055779e+00
6.270313515676e+00,1.281080072569e+00
6.280314015701e+00,1.281219959791e+00
6.290314515726e+00,1.281339734798e+00
6.300315015751e+00,1.281439414244e+00
6.310315515776e+00,1.281519014084e+00
6.320316015801e+00,1.281578549583e+00
6.330316515826e+00,1.281618035314e+00
6.340317015851e+00,1.281637485166e+00
6.350317515876e+00,1.281636912342e+00
6.360318015901e+00,1.281616329370e+00
6.370318515926e+00,1.281575748098e+00
6.380319015951e+00,1.281515179705e+00
6.390319515976e+00,1.281434634699e+00
6.400320016001e+00,1.281334122924e+00
6.410320516026e+00,1.281213653559e+00
6.420321016051e+00,1.281073235126e+00
6.430321516076e+00,1.280912875491e+00
6.440322016101e+00,1.280732581867e+00
6.450322516126e+00,1.280532360818e+00
6.460323016151e+00,1.280312218262e+00
6.470323516176e+00,1.280072159474e+00
6.480324016201e+00,1.279812189089e+00
6.490324516226e+00,1.279532311107e+00
6.500325016251e+00,1.279232528895e+00
6.510325516276e+00,1.278912845189e+00
6.520326016301e+00,1.278573262098e+00
6.530326516326e+00,1.278213781110e+00
6.540327016351e+00,1.277834403091e+00
6.550327516376e+00,1.277435128290e+00
6.560328016401e+00,1.277015956344e+00
6.570328516426e+00,1.276576886278e+00
6.580329016451e+00,1.276117916511e+00
6.590329516476e+00,1.275639044858e+00
6.600330016501e+00,1.275140268535e+00
6.610330516526e+00,1.274621584159e+00
6.620331016551e+00,1.274082987756e+00
6.630331516576e+00,1.273524474759e+00
6.640332016601e+00,1.272946040018e+00
6.650332516626e+00,1.272347677798e+00
6.660333016651e+00,1.271729381785e+00
6.670333516676e+00,1.271091145091e+00
6.680334016701e+00,1.270432960253e+00
6.690334516726e+00,1.269754819244e+00
6.700335016751e+00,1.269056713470e+00
6.710335516776e+00,1.268338633778e+00
6.720336016801e+00,1.267600570459e+00
6.730336516826e+00,1.266842513251e+00
6.740337016851e+00,1.266064451345e+00
6.750337516876e+00,1.265266373389e+00
6.760338016901e+00,1.264448267491e+00
6.770338516926e+00,1.263610121226e+00
6.780339016951e+00,1.262751921638e+00
6.790339516976e+00,1.261873655245e+00
6.800340017001e+00,1.260975308048e+00
6.810340517026e+00,1.260056865530e+00
6.820341017051e+00,1.259118312666e+00
6.830341517076e+00,1.258159633927e+00
6.840342017101e+00,1.257180813283e+00
6.850342517126e+00,1.256181834213e+00
6.860343017151e+00,1.255162679708e+00
6.870343517176e+00,1.254123332279e+00
6.880344017201e+00,1.253063773960e+00
6.890344517226e+00,1.251983986319e+00
6.900345017251e+00,1.250883950462e+00
