R_m,alpha,tension_Pa,compression_Pa
4.052556369225e+00,5.226149369087e-04,8.216759524359e+04,1.603351199034e+07
4.274045049697e+00,5.226149369087e-04,6.788081904100e+04,1.508566052307e+07
4.507638986977e+00,5.226149369087e-04,5.590442571988e+04,1.419319771587e+07
4.753999782561e+00,5.226149369087e-04,4.419224448458e+04,1.335289455676e+07
5.013825197157e+00,5.226149369087e-04,3.581471287586e+04,1.256171060604e+07
5.287851126931e+00,5.226149369087e-04,3.074647713946e+04,1.181678299310e+07
5.576853687767e+00,5.226149369087e-04,2.618814597594e+04,1.111541605480e+07
5.881651413438e+00,5.226149369087e-04,2.282093647291e+04,1.045507157783e+07
6.203107573913e+00,5.226149369087e-04,1.917970924701e+04,9.833359609815e+06
6.542132620377e+00,5.226149369087e-04,1.665714497977e+04,9.248029805777e+06
6.899686763872e+00,5.226149369087e-04,1.451224267211e+04,8.696963278688e+06
7.276782694877e+00,5.226149369087e-04,1.202493747101e+04,8.178164924514e+06
7.674488451523e+00,5.226149369087e-04,1.055649865905e+04,7.689756193993e+06
8.093930444567e+00,5.226149369087e-04,8.709397782519e+03,7.229968284962e+06
8.536296647692e+00,5.226149369087e-04,7.814955683283e+03,6.797135730560e+06
9.002839962173e+00,5.226149369087e-04,7.168826442202e+03,6.389690360127e+06
9.494881765433e+00,5.226149369087e-04,6.747687130951e+03,6.006155610930e+06
1.001381565354e+01,5.226149369087e-04,5.882246365943e+03,5.645141170173e+06
1.056111138827e+01,5.226149369087e-04,5.851121713134e+03,5.305337927934e+06
1.113831905982e+01,5.226149369087e-04,5.980794766524e+03,4.985513222833e+06
1.174707347714e+01,5.226149369087e-04,6.251465605610e+03,4.684506363311e+06
1.238909879816e+01,5.226149369087e-04,6.644205616789e+03,4.401224408433e+06
1.306621341299e+01,5.226149369087e-04,7.140956717780e+03,4.134638193082e+06
1.378033509421e+01,5.226149369087e-04,7.724532026411e+03,3.883778583340e+06
1.453348642843e+01,5.226149369087e-04,8.378617884422e+03,3.647732948700e+06
1.532780054486e+01,5.226149369087e-04,9.087777096498e+03,3.425641838587e+06
1.616552715688e+01,5.226149369087e-04,6.734226202478e+03,3.216695851420e+06
1.704903893387e+01,5.226149369087e-04,7.726437747298e+03,3.020132685177e+06
1.798083822122e+01,5.226149369087e-04,8.485562358888e+03,2.835234359114e+06
1.896356412767e+01,5.226149369087e-04,9.232107541109e+03,2.661324596926e+06
2.000000000000e+01,5.226149369087e-04,9.960787969568e+03,2.497766362238e+06
7.000000000000e-01,6.050875007273e-04,1.456277156313e+07,1.179622605685e+08
7.382578457164e-01,6.050875007273e-04,1.325579206121e+07,1.110626965977e+08
7.786066382311e-01,6.050875007273e-04,1.205341964506e+07,1.045657988347e+08
8.211606562871e-01,6.050875007273e-04,1.094792131913e+07,9.844806927064e+07
8.660404244251e-01,6.050875007273e-04,9.932104626492e+06,9.268738124658e+07
9.133730543420e-01,6.050875007273e-04,8.999281454506e+06,8.726289942595e+07
9.632926049056e-01,6.050875007273e-04,8.143234174026e+06,8.215500443760e+07
1.015940461846e+00,6.050875007273e-04,7.358183966942e+06,7.734522191642e+07
1.071465738198e+00,6.050875007273e-04,6.638761205450e+06,7.281615568529e+07
1.130025696630e+00,6.050875007273e-04,5.979977754768e+06,6.855142483647e+07
1.191786194854e+00,6.050875007273e-04,5.377201078718e+06,6.453560448497e+07
1.256922155382e+00,6.050875007273e-04,4.826130034966e+06,6.075416997952e+07
1.325618060951e+00,6.050875007273e-04,4.322772253558e+06,5.719344436950e+07
1.398068477029e+00,6.050875007273e-04,3.863422998874e+06,5.384054893769e+07
1.474478602879e+00,6.050875007273e-04,3.444645421241e+06,5.068335661999e+07
1.555064852738e+00,6.050875007273e-04,3.063252110148e+06,4.771044814360e+07
1.640055468759e+00,6.050875007273e-04,2.716287866440e+06,4.491107072508e+07
1.729691167460e+00,6.050875007273e-04,2.401013615926e+06,4.227509917881e+07
1.824225821491e+00,6.050875007273e-04,2.114891391612e+06,3.979299929523e+07
1.923927178677e+00,6.050875007273e-04,1.855570316294e+06,3.745579335641e+07
2.029077620350e+00,6.050875007273e-04,1.620873521422e+06,3.525502766418e+07
2.139974961130e+00,6.050875007273e-04,1.408785942170e+06,3.318274196334e+07
2.256933292416e+00,6.050875007273e-04,1.217442932357e+06,3.123144064950e+07
2.380283871978e+00,6.050875007273e-04,1.045119646366e+06,2.939406565708e+07
2.510376062171e+00,6.050875007273e-04,8.902211385495e+05,2.766397092979e+07
2.647578319423e+00,6.050875007273e-04,7.512731336532e+05,2.603489838089e+07
2.792279237804e+00,6.050875007273e-04,6.269134247661e+05,2.450095525648e+07
2.944888649628e+00,6.050875007273e-04,5.158838579857e+05,2.305659281976e+07
3.105838786213e+00,6.050875007273e-04,4.170228655942e+05,2.169658627926e+07
3.275585502074e+00,6.050875007273e-04,3.292585119370e+05,2.041601588837e+07
3.454609566030e+00,6.050875007273e-04,2.516020184617e+05,1.921024914770e+07
3.643418022870e+00,6.050875007273e-04,1.831417364998e+05,1.807492404595e+07
3.842545629440e+00,6.050875007273e-04,1.230375383654e+05,1.700593327862e+07
4.052556369225e+00,6.050875007273e-04,1.068160796571e+05,1.599940938733e+07
4.274045049697e+00,6.050875007273e-04,9.232840676158e+04,1.505171076608e+07
4.507638986977e+00,6.050875007273e-04,8.029348023398e+04,1.415940848371e+07
4.753999782561e+00,6.050875007273e-04,6.835564826179e+04,1.331927387483e+07
5.013825197157e+00,6.050875007273e-04,5.864916167983e+04,1.252826685428e+07
5.287851126931e+00,6.050875007273e-04,4.891709937301e+04,1.178352491289e+07
5.576853687767e+00,6.050875007273e-04,4.400750967301e+04,1.108235275444e+07
5.881651413438e+00,6.050875007273e-04,3.989575213527e+04,1.042221253652e+07
6.203107573913e+00,6.050875007273e-04,3.705423234424e+04,9.800714679834e+06
6.542132620377e+00,6.050875007273e-04,3.378136850336e+04,9.215609212524e+06
6.899686763872e+00,6.050875007273e-04,3.170330928719e+04,8.664777618389e+06
7.276782694877e+00,6.050875007273e-04,2.996221509974e+04,8.146225159254e+06
7.674488451523e+00,6.050875007273e-04,2.772839923192e+04,7.658073643801e+06
8.093930444567e+00,6.050875007273e-04,2.658508380363e+04,7.198554616632e+06
8.536296647692e+00,6.050875007273e-04,2.569933658175e+04,6.766002942940e+06
9.002839962173e+00,6.050875007273e-04,2.504635015239e+04,6.358850765590e+06
9.494881765433e+00,6.050875007273e-04,2.460223350989e+04,5.975621812776e+06
1.001381565354e+01,6.050875007273e-04,2.434401022632e+04,5.614926035735e+06
1.056111138827e+01,6.050875007273e-04,2.424961841338e+04,5.275454557210e+06
1.113831905982e+01,6.050875007273e-04,2.429791252558e+04,4.955974912493e+06
1.174707347714e+01,6.050875007273e-04,2.446866701008e+04,4.655326566018e+06
1.238909879816e+01,6.050875007273e-04,2.474258175954e+04,4.372416687444e+06
1.306621341299e+01,6.050875007273e-04,2.510128926758e+04,4.106216172202e+06
1.378033509421e+01,6.050875007273e-04,1.313736609945e+04,3.855755892369e+06
1.453348642843e+01,6.050875007273e-04,1.543871689296e+04,3.620123164601e+06
1.532780054486e+01,6.050875007273e-04,1.584664817883e+04,3.398458422709e+06
1.616552715688e+01,6.050875007273e-04,1.669058460881e+04,3.189952083180e+06
1.704903893387e+01,6.050875007273e-04,1.711824700576e+04,2.993841592738e+06
1.798083822122e+01,6.050875007273e-04,1.795655121471e+04,2.809408647650e+06
1.896356412767e+01,6.050875007273e-04,1.837051918553e+04,2.635976575182e+06
2.000000000000e+01,6.050875007273e-04,1.916969361752e+04,2.472907868150e+06
7.000000000000e-01,7.005748547910e-04,1.461664021757e+07,1.179200051440e+08
7.382578457164e-01,7.005748547910e-04,1.330971309326e+07,1.110204775304e+08
7.786066382311e-01,7.005748547910e-04,1.210738557046e+07,1.045236179814e+08
8.211606562871e-01,7.005748547910e-04,1.100192425192e+07,9.840592858570e+07
8.660404244251e-01,7.005748547910e-04,9.986136262987e+06,9.264528278730e+07
9.133730543420e-01,7.005748547910e-04,9.053333056920e+06,8.722084535820e+07
9.632926049056e-01,7.005748547910e-04,8.197296553851e+06,8.211299704159e+07
1.015940461846e+00,7.005748547910e-04,7.412247468128e+06,7.730326359295e+07
1.071465738198e+00,7.005748547910e-04,6.692815687453e+06,7.277424896219e+07
1.130025696630e+00,7.005748547910e-04,6.034012575532e+06,6.850957237545e+07
1.191786194854e+00,7.005748547910e-04,5.431205077700e+06,6.449380908881e+07
1.256922155382e+00,7.005748547910e-04,4.880091516289e+06,6.071243459965e+07
1.325618060951e+00,7.005748547910e-04,4.376678969411e+06,5.715177211392e+07
1.398068477029e+00,7.005748547910e-04,3.917262133294e+06,5.379894307931e+07
1.474478602879e+00,7.005748547910e-04,3.498403574414e+06,5.064182060536e+07
1.555064852738e+00,7.005748547910e-04,3.116915283392e+06,4.766898560207e+07
1.640055468759e+00,7.005748547910e-04,2.769841448050e+06,4.486968547835e+07
1.729691167460e+00,7.005748547910e-04,2.454442368069e+06,4.223379525091e+07
1.824225821491e+00,7.005748547910e-04,2.168179438497e+06,3.975178092295e+07
1.923927178677e+00,7.005748547910e-04,1.908701133838e+06,3.741466500012e+07
2.029077620350e+00,7.005748547910e-04,1.673829928666e+06,3.521399401908e+07
2.139974961130e+00,7.005748547910e-04,1.461550094726e+06,3.314180797113e+07
2.256933292416e+00,7.005748547910e-04,1.269996318155e+06,3.119061151034e+07
2.380283871978e+00,7.005748547910e-04,1.097443084026e+06,2.935334684204e+07
2.510376062171e+00,7.005748547910e-04,9.422947786898e+05,2.762336819353e+07
2.647578319423e+00,7.005748547910e-04,8.030764634856e+05,2.599441777462e+07
2.792279237804e+00,7.005748547910e-04,6.784252763165e+05,2.446060314116e+07
2.944888649628e+00,7.005748547910e-04,5.670824203132e+05,2.301637587946e+07
3.105838786213e+00,7.005748547910e-04,4.678857013729e+05,2.165651153453e+07
3.275585502074e+00,7.005748547910e-04,3.797625787731e+05,2.037609070965e+07
3.454609566030e+00,7.005748547910e-04,3.017236953168e+05,1.917048126851e+07
3.643418022870e+00,7.005748547910e-04,2.328568555808e+05,1.803532157585e+07
3.842545629440e+00,7.005748547910e-04,1.723214228295e+05,1.696650471570e+07
4.052556369225e+00,7.005748547910e-04,1.350763544285e+05,1.596016363008e+07
4.274045049697e+00,7.005748547910e-04,1.203248990967e+05,1.501265712451e+07
4.507638986977e+00,7.005748547910e-04,1.081872666511e+05,1.412055668935e+07
4.753999782561e+00,7.005748547910e-04,9.595489977129e+04,1.328063408951e+07
5.013825197157e+00,7.005748547910e-04,8.610421982461e+04,1.248984967741e+07
5.287851126931e+00,7.005748547910e-04,7.726082863730e+04,1.174534138679e+07
5.576853687767e+00,7.005748547910e-04,6.815152670192e+04,1.104441436765e+07
5.881651413438e+00,7.005748547910e-04,6.111134534413e+04,1.038453122461e+07
6.203107573913e+00,7.005748547910e-04,5.687811844314e+04,9.763302823367e+06
6.542132620377e+00,7.005748547910e-04,5.450173876242e+04,9.178479631944e+06
6.899686763872e+00,7.005748547910e-04,5.247465556412e+04,8.627943565311e+06
7.276782694877e+00,7.005748547910e-04,5.076759376109e+04,8.109700303920e+06
7.674488451523e+00,7.005748547910e-04,4.935222638541e+04,7.621872058292e+06
8.093930444567e+00,7.005748547910e-04,4.726401335907e+04,7.162690753523e+06
8.536296647692e+00,7.005748547910e-04,4.635910131993e+04,6.730491609073e+06
9.002839962173e+00,7.005748547910e-04,4.566729147323e+04,6.323707090700e+06
9.494881765433e+00,7.005748547910e-04,4.516405115252e+04,5.940861212740e+06
1.001381565354e+01,7.005748547910e-04,4.482580632745e+04,5.580564170267e+06
1.056111138827e+01,7.005748547910e-04,4.462995054731e+04,5.241507281904e+06
1.113831905982e+01,7.005748547910e-04,4.455485614188e+04,4.922458225198e+06
1.174707347714e+01,7.005748547910e-04,2.548647756354e+04,4.622256547601e+06
1.238909879816e+01,7.005748547910e-04,2.709219593431e+04,4.339809437114e+06
1.306621341299e+01,7.005748547910e-04,2.734290561325e+04,4.074087737678e+06
1.378033509421e+01,7.005748547910e-04,2.762212863119e+04,3.824122195265e+06
1.453348642843e+01,7.005748547910e-04,2.842393403796e+04,3.588999921544e+06
1.532780054486e+01,7.005748547910e-04,2.872408139844e+04,3.367861062795e+06
1.616552715688e+01,7.005748547910e-04,2.951825408449e+04,3.159895662517e+06
1.704903893387e+01,7.005748547910e-04,2.980168359456e+04,2.964340706891e+06
1.798083822122e+01,7.005748547910e-04,3.055018505073e+04,2.780477342933e+06
1.896356412767e+01,7.005748547910e-04,3.126064677491e+04,2.607628259806e+06
2.000000000000e+01,7.005748547910e-04,3.145313785126e+04,2.445155224299e+06
7.000000000000e-01,8.111308307897e-04,1.467872138001e+07,1.178711153677e+08
7.382578457164e-01,8.111308307897e-04,1.337183727287e+07,1.109716326260e+08
7.786066382311e-01,8.111308307897e-04,1.216954313804e+07,1.044748202759e+08
8.211606562871e-01,8.111308307897e-04,1.106410506907e+07,9.835718053068e+07
8.660404244251e-01,8.111308307897e-04,1.004832966253e+07,9.259658696581e+07
9.133730543420e-01,8.111308307897e-04,9.115527823087e+06,8.717220449200e+07
9.632926049056e-01,8.111308307897e-04,8.259480902318e+06,8.206441399877e+07
1.015940461846e+00,8.111308307897e-04,7.474409025968e+06,7.725474139596e+07
1.071465738198e+00,8.111308307897e-04,6.754941473140e+06,7.272579079632e+07
1.130025696630e+00,8.111308307897e-04,6.096088979103e+06,6.846118159774e+07
1.191786194854e+00,8.111308307897e-04,5.493217841214e+06,6.444548923742e+07
1.256922155382e+00,8.111308307897e-04,4.942025714731e+06,6.066418940370e+07
1.325618060951e+00,8.111308307897e-04,4.438518992223e+06,5.710360550384e+07
1.398068477029e+00,8.111308307897e-04,3.978991666718e+06,5.375085919768e+07
1.474478602879e+00,8.111308307897e-04,3.560005584851e+06,5.059382381826e+07
1.555064852738e+00,8.111308307897e-04,3.178372002024e+06,4.762108051097e+07
1.640055468759e+00,8.111308307897e-04,2.831134356967e+06,4.482187693248e+07
1.729691167460e+00,8.111308307897e-04,2.515552188180e+06,4.218608836023e+07
1.824225821491e+00,8.111308307897e-04,2.229086119530e+06,3.970418107155e+07
1.923927178677e+00,8.111308307897e-04,1.969383846739e+06,3.736717786015e+07
2.029077620350e+00,8.111308307897e-04,1.734267060755e+06,3.516662556518e+07
2.139974961130e+00,8.111308307897e-04,1.521719247958e+06,3.309456449530e+07
2.256933292416e+00,8.111308307897e-04,1.329874310886e+06,3.114349963721e+07
2.380283871978e+00,8.111308307897e-04,1.157005956679e+06,2.930637354453e+07
2.510376062171e+00,8.111308307897e-04,1.001517803741e+06,2.757654080873e+07
2.647578319423e+00,8.111308307897e-04,8.619341602004e+05,2.594774401997e+07
2.792279237804e+00,8.111308307897e-04,7.368914306739e+05,2.441409113069e+07
2.944888649628e+00,8.111308307897e-04,6.251301105612e+05,2.297003414002e+07
3.105838786213e+00,8.111308307897e-04,5.254873296511e+05,2.161034902194e+07
3.275585502074e+00,8.111308307897e-04,4.368899092320e+05,2.033011682445e+07
3.454609566030e+00,8.111308307897e-04,3.583478991427e+05,1.912470587134e+07
3.643418022870e+00,8.111308307897e-04,2.889485633111e+05,1.798975500205e+07
3.842545629440e+00,8.111308307897e-04,2.278507843033e+05,1.692115778900e+07
4.052556369225e+00,8.111308307897e-04,1.742798592525e+05,1.591504767512e+07
4.274045049697e+00,8.111308307897e-04,1.538272794064e+05,1.496778397783e+07
4.507638986977e+00,8.111308307897e-04,1.399951658621e+05,1.407593870864e+07
4.753999782561e+00,8.111308307897e-04,1.288432582800e+05,1.323628416063e+07
5.013825197157e+00,8.111308307897e-04,1.173143018994e+05,1.244578121891e+07
5.287851126931e+00,8.111308307897e-04,1.082273858631e+05,1.170156835153e+07
5.576853687767e+00,8.111308307897e-04,1.000393840286e+05,1.100095124106e+07
5.881651413438e+00,8.111308307897e-04,9.267470022571e+04,1.034139301919e+07
6.203107573913e+00,8.111308307897e-04,8.475055194955e+04,9.720505068995e+06
6.542132620377e+00,8.111308307897e-04,7.885106792468e+04,9.136038361521e+06
6.899686763872e+00,8.111308307897e-04,7.654538426606e+04,8.585875295384e+06
7.276782694877e+00,8.111308307897e-04,7.484452114161e+04,8.068022009815e+06
7.674488451523e+00,8.111308307897e-04,7.341282829779e+04,7.580601143404e+06
8.093930444567e+00,8.111308307897e-04,7.222208479467e+04,7.121845012430e+06
8.536296647692e+00,8.111308307897e-04,7.124505718263e+04,6.690089184194e+06
9.002839962173e+00,8.111308307897e-04,7.045551219569e+04,6.283766422286e+06
9.494881765433e+00,8.111308307897e-04,6.982823234234e+04,5.901400982080e+06
1.001381565354e+01,8.111308307897e-04,6.933903434466e+04,5.541603236080e+06
1.056111138827e+01,8.111308307897e-04,4.566963581646e+04,5.203064609994e+06
1.113831905982e+01,8.111308307897e-04,4.570138529060e+04,4.884552811583e+06
1.174707347714e+01,8.111308307897e-04,4.526068398274e+04,4.584907335436e+06
1.238909879816e+01,8.111308307897e-04,4.486030295945e+04,4.303035227897e+06
1.306621341299e+01,8.111308307897e-04,4.494483065735e+04,4.037907097318e+06
1.378033509421e+01,8.111308307897e-04,4.455812780697e+04,3.788553355779e+06
1.453348642843e+01,8.111308307897e-04,4.458792048657e+04,3.554060679261e+06
1.532780054486e+01,8.111308307897e-04,4.416013376508e+04,3.333568674064e+06
1.616552715688e+01,8.111308307897e-04,4.412049567635e+04,3.126266738049e+06
1.704903893387e+01,8.111308307897e-04,4.476889462260e+04,2.931391105944e+06
1.798083822122e+01,8.111308307897e-04,4.536260819995e+04,2.748222068647e+06
1.896356412767e+01,8.111308307897e-04,4.589279899221e+04,2.576081357005e+06
2.000000000000e+01,8.111308307897e-04,4.579808439083e+04,2.414329681159e+06
7.000000000000e-01,9.391333704860e-04,1.475021551464e+07,1.178145561540e+08
7.382578457164e-01,9.391333704860e-04,1.344335792350e+07,1.109151291247e+08
7.786066382311e-01,9.391333704860e-04,1.224107790468e+07,1.044183754224e+08
8.211606562871e-01,9.391333704860e-04,1.113564090769e+07,9.830079742066e+07
8.660404244251e-01,9.391333704860e-04,1.011985286156e+07,9.254026886388e+07
9.133730543420e-01,9.391333704860e-04,9.187023979844e+06,8.711595484124e+07
9.632926049056e-01,9.391333704860e-04,8.330934899493e+06,8.200823643075e+07
1.015940461846e+00,9.391333704860e-04,7.545805008300e+06,7.719863974119e+07
1.071465738198e+00,9.391333704860e-04,6.826262824458e+06,7.266976909538e+07
1.130025696630e+00,9.391333704860e-04,6.167318299909e+06,6.840524411292e+07
1.191786194854e+00,9.391333704860e-04,5.564336927010e+06,6.438964046494e+07
1.256922155382e+00,9.391333704860e-04,5.013015535330e+06,6.060843408661e+07
1.325618060951e+00,9.391333704860e-04,4.509359672277e+06,5.704794864550e+07
1.398068477029e+00,9.391333704860e-04,4.049662467750e+06,5.369530607587e+07
1.474478602879e+00,9.391333704860e-04,3.630484889098e+06,5.053837999996e+07
1.555064852738e+00,9.391333704860e-04,3.248637298408e+06,4.756575186777e+07
1.640055468759e+00,9.391333704860e-04,2.901162229558e+06,4.476666965664e+07
1.729691167460e+00,9.391333704860e-04,2.585318307536e+06,4.213100898131e+07
1.824225821491e+00,9.391333704860e-04,2.298565237311e+06,3.964923647369e+07
1.923927178677e+00,9.391333704860e-04,2.038549794044e+06,3.731237529991e+07
2.029077620350e+00,9.391333704860e-04,1.803092750631e+06,3.511197268989e+07
2.139974961130e+00,9.391333704860e-04,1.590176682560e+06,3.304006936183e+07
2.256933292416e+00,9.391333704860e-04,1.397934593787e+06,3.108917073119e+07
2.380283871978e+00,9.391333704860e-04,1.224639310845e+06,2.925221979979e+07
2.510376062171e+00,9.391333704860e-04,1.068693595676e+06,2.752257162694e+07
2.647578319423e+00,9.391333704860e-04,9.286209308060e+05,2.589396929033e+07
2.792279237804e+00,9.391333704860e-04,8.030569333197e+05,2.436052124941e+07
2.944888649628e+00,9.391333704860e-04,6.907413568853e+05,2.291668002956e+07
3.105838786213e+00,9.391333704860e-04,5.905106435675e+05,2.155722214968e+07
3.275585502074e+00,9.391333704860e-04,5.012909895954e+05,2.027722922051e+07
3.454609566030e+00,9.391333704860e-04,4.220918914747e+05,1.907207014537e+07
3.643418022870e+00,9.391333704860e-04,3.520001409336e+05,1.793738435862e+07
3.842545629440e+00,9.391333704860e-04,2.901742391519e+05,1.686906604120e+07
4.052556369225e+00,9.391333704860e-04,2.358392025558e+05,1.586324925607e+07
4.274045049697e+00,9.391333704860e-04,1.904519252081e+05,1.491629394959e+07
4.507638986977e+00,9.391333704860e-04,1.778743795232e+05,1.402477276812e+07
4.753999782561e+00,9.391333704860e-04,1.664108850870e+05,1.318545864203e+07
5.013825197157e+00,9.391333704860e-04,1.543040615682e+05,1.239531309216e+07
5.287851126931e+00,9.391333704860e-04,1.448403774554e+05,1.165147521623e+07
5.576853687767e+00,9.391333704860e-04,1.362390236730e+05,1.095125131542e+07
5.881651413438e+00,9.391333704860e-04,1.284241704800e+05,1.029210512336e+07
6.203107573913e+00,9.391333704860e-04,1.198152166807e+05,9.671648602365e+06
6.542132620377e+00,9.391333704860e-04,1.133996071837e+05,9.087633273477e+06
6.899686763872e+00,9.391333704860e-04,1.075681866546e+05,8.537942049018e+06
7.276782694877e+00,9.391333704860e-04,1.026298818252e+05,8.020581538241e+06
7.674488451523e+00,9.391333704860e-04,1.011321776217e+05,7.533674798329e+06
8.093930444567e+00,9.391333704860e-04,9.984591353694e+04,7.075454504731e+06
8.536296647692e+00,9.391333704860e-04,1.000336628565e+05,6.644256516361e+06
9.002839962173e+00,9.391333704860e-04,7.153847849153e+04,6.238513812703e+06
9.494881765433e+00,9.391333704860e-04,7.025474197289e+04,5.856750781239e+06
1.001381565354e+01,9.391333704860e-04,6.907827324242e+04,5.497577834999e+06
1.056111138827e+01,9.391333704860e-04,6.841492330806e+04,5.159686341225e+06
1.113831905982e+01,9.391333704860e-04,6.737067161748e+04,4.841843843393e+06
1.174707347714e+01,9.391333704860e-04,6.676804216848e+04,4.542889559900e+06
1.238909879816e+01,9.391333704860e-04,6.577282450973e+04,4.261730143802e+06
1.306621341299e+01,9.391333704860e-04,6.515460060668e+04,3.997335688948e+06
1.378033509421e+01,9.391333704860e-04,6.449727996090e+04,3.748735968800e+06
1.453348642843e+01,9.391333704860e-04,6.345245098109e+04,3.515016895045e+06
1.532780054486e+01,9.391333704860e-04,6.270006214726e+04,3.295317183935e+06
1.616552715688e+01,9.391333704860e-04,6.187860299506e+04,3.088825218984e+06
1.704903893387e+01,9.391333704860e-04,6.175495700663e+04,2.894776099352e+06
1.798083822122e+01,9.391333704860e-04,6.211016807505e+04,2.712448863847e+06
1.896356412767e+01,9.391333704860e-04,6.237229409493e+04,2.541163881042e+06
2.000000000000e+01,9.391333704860e-04,6.253419831679e+04,2.380280396513e+06
7.000000000000e-01,1.087335672720e-03,1.483248142700e+07,1.177491332847e+08
7.382578457164e-01,1.087335672720e-03,1.352562383320e+07,1.108497758529e+08
7.786066382311e-01,1.087335672720e-03,1.232332783946e+07,1.043530954761e+08
8.211606562871e-01,1.087335672720e-03,1.121785808355e+07,9.823559473432e+07
8.660404244251e-01,1.087335672720e-03,1.020201965512e+07,9.247514759089e+07
9.133730543420e-01,1.087335672720e-03,9.269121900998e+06,8.705091936605e+07
9.632926049056e-01,1.087335672720e-03,8.412944564473e+06,8.194329138200e+07
1.015940461846e+00,1.087335672720e-03,7.627706113428e+06,7.713379000555e+07
1.071465738198e+00,1.087335672720e-03,6.908034120797e+06,7.260501983205e+07
1.130025696630e+00,1.087335672720e-03,6.248937569096e+06,6.834060076888e+07
1.191786194854e+00,1.087335672720e-03,5.645780958562e+06,6.432510879104e+07
1.256922155382e+00,1.087335672720e-03,5.094260105767e+06,6.054402015432e+07
1.325618060951e+00,1.087335672720e-03,4.590379526410e+06,5.698365886453e+07
1.398068477029e+00,1.087335672720e-03,4.130431302535e+06,5.363114721254e+07
1.474478602879e+00,1.087335672720e-03,3.710975340474e+06,5.047435919636e+07
1.555064852738e+00,1.087335672720e-03,3.328820931585e+06,4.750187666166e+07
1.640055468759e+00,1.087335672720e-03,2.981009533226e+06,4.470294800212e+07
1.729691167460e+00,1.087335672720e-03,2.664798692529e+06,4.206744927016e+07
1.824225821491e+00,1.087335672720e-03,2.377647040259e+06,3.958584755740e+07
1.923927178677e+00,1.087335672720e-03,2.117200286589e+06,3.724916651223e+07
2.029077620350e+00,1.087335672720e-03,1.881278154787e+06,3.504895386987e+07
2.139974961130e+00,1.087335672720e-03,1.667862192837e+06,3.297725087726e+07
2.256933292416e+00,1.087335672720e-03,1.475084406680e+06,3.102656350224e+07
2.380283871978e+00,1.087335672720e-03,1.301216662317e+06,2.918983532271e+07
2.510376062171e+00,1.087335672720e-03,1.144660807236e+06,2.746042199768e+07
2.647578319423e+00,1.087335672720e-03,1.003939464780e+06,2.583206722770e+07
2.792279237804e+00,1.087335672720e-03,8.776874578865e+05,2.429888011770e+07
2.944888649628e+00,1.087335672720e-03,7.646438213886e+05,2.285531386018e+07
3.105838786213e+00,1.087335672720e-03,6.636443645816e+05,2.149614566152e+07
3.275585502074e+00,1.087335672720e-03,5.736147481378e+05,2.021645783870e+07
3.454609566030e+00,1.087335672720e-03,4.935640416729e+05,1.901162001786e+07
3.643418022870e+00,1.087335672720e-03,4.225787303475e+05,1.787727237031e+07
3.842545629440e+00,1.087335672720e-03,3.598171408288e+05,1.680930982493e+07
4.052556369225e+00,1.087335672720e-03,3.045042587509e+05,1.580386720008e+07
4.274045049697e+00,1.087335672720e-03,2.559269115121e+05,1.485730520072e+07
4.507638986977e+00,1.087335672720e-03,2.210529060157e+05,1.396619723031e+07
4.753999782561e+00,1.087335672720e-03,2.071732954630e+05,1.312731696941e+07
5.013825197157e+00,1.087335672720e-03,1.962859372984e+05,1.233762667604e+07
5.287851126931e+00,1.087335672720e-03,1.862970818111e+05,1.159426616552e+07
5.576853687767e+00,1.087335672720e-03,1.771265787052e+05,1.089454242964e+07
5.881651413438e+00,1.087335672720e-03,1.686986419154e+05,1.023591985792e+07
6.203107573913e+00,1.087335672720e-03,1.609417592511e+05,9.616011025333e+06
6.542132620377e+00,1.087335672720e-03,1.537886081795e+05,9.032568013492e+06
6.899686763872e+00,1.087335672720e-03,1.471759769158e+05,8.483474233922e+06
7.276782694877e+00,1.087335672720e-03,1.410446898646e+05,7.966736724134e+06
7.674488451523e+00,1.087335672720e-03,1.353395363369e+05,7.480478888899e+06
8.093930444567e+00,1.087335672720e-03,1.012787263355e+05,7.022933660824e+06
8.536296647692e+00,1.087335672720e-03,9.916892778112e+04,6.592437055947e+06
9.002839962173e+00,1.087335672720e-03,9.719361598973e+04,6.187422101533e+06
9.494881765433e+00,1.087335672720e-03,9.566377670937e+04,5.806413114729e+06
1.001381565354e+01,1.087335672720e-03,9.387166930751e+04,5.448020312015e+06
1.056111138827e+01,1.087335672720e-03,9.246010654076e+04,5.110934730693e+06
1.113831905982e+01,1.087335672720e-03,9.075452516777e+04,4.793923444832e+06
1.174707347714e+01,1.087335672720e-03,8.937048208088e+04,4.495825059170e+06
1.238909879816e+01,1.087335672720e-03,8.796692549411e+04,4.215545465535e+06
1.306621341299e+01,1.087335672720e-03,8.652887434416e+04,3.952053847311e+06
1.378033509421e+01,1.087335672720e-03,8.477795519995e+04,3.704378918327e+06
1.453348642843e+01,1.087335672720e-03,8.324876081013e+04,3.471605383420e+06
1.532780054486e+01,1.087335672720e-03,8.165477928426e+04,3.252870608637e+06
1.616552715688e+01,1.087335672720e-03,8.156027058391e+04,3.047361489747e+06
1.704903893387e+01,1.087335672720e-03,8.167507920829e+04,2.854311508378e+06
1.798083822122e+01,1.087335672720e-03,8.166923502667e+04,2.672997965621e+06
